IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.116.212.40,443,443,true,FRA,Europe,Frankfurt,274,4.67
34.118.102.66,443,443,true,FRA,Europe,Frankfurt,269,4.66
34.32.164.197,443,443,true,FRA,Europe,Frankfurt,259,4.66
34.159.134.173,443,443,true,FRA,Europe,Frankfurt,278,4.66
34.118.69.245,443,443,true,FRA,Europe,Frankfurt,282,4.66
34.65.150.145,443,443,true,FRA,Europe,Frankfurt,252,4.66
34.65.48.167,443,443,true,FRA,Europe,Frankfurt,253,4.65
34.91.206.56,443,443,true,FRA,Europe,Frankfurt,257,4.65
35.246.236.170,443,443,true,FRA,Europe,Frankfurt,251,4.64
34.116.153.78,443,443,true,FRA,Europe,Frankfurt,322,4.64
34.147.50.238,443,443,true,FRA,Europe,Frankfurt,258,4.64
34.65.142.86,443,443,true,FRA,Europe,Frankfurt,252,4.64
34.116.238.191,443,443,true,FRA,Europe,Frankfurt,326,4.64
34.118.56.203,443,443,true,FRA,Europe,Frankfurt,270,4.63
34.116.202.128,443,443,true,FRA,Europe,Frankfurt,299,4.63
34.116.252.167,443,443,true,FRA,Europe,Frankfurt,269,4.63
34.65.23.97,443,443,true,FRA,Europe,Frankfurt,251,4.63
34.159.90.98,443,443,true,FRA,Europe,Frankfurt,265,4.63
34.65.237.96,443,443,true,FRA,Europe,Frankfurt,252,4.63
34.65.168.144,443,443,true,FRA,Europe,Frankfurt,251,4.62
34.65.168.144,443,443,true,FRA,Europe,Frankfurt,251,4.62
34.107.3.188,443,443,true,FRA,Europe,Frankfurt,252,4.61
34.116.214.43,443,443,true,FRA,Europe,Frankfurt,268,4.60
34.141.169.0,443,443,true,FRA,Europe,Frankfurt,271,4.60
34.65.236.103,443,443,true,FRA,Europe,Frankfurt,251,4.60
34.91.75.60,443,443,true,FRA,Europe,Frankfurt,257,4.60
34.118.30.198,443,443,true,FRA,Europe,Frankfurt,318,4.60
34.118.92.215,443,443,true,FRA,Europe,Frankfurt,267,4.60
34.65.41.120,443,443,true,FRA,Europe,Frankfurt,251,4.60
34.32.174.17,443,443,true,FRA,Europe,Frankfurt,259,4.60
34.91.15.225,443,443,true,FRA,Europe,Frankfurt,257,4.60
34.65.137.148,443,443,true,FRA,Europe,Frankfurt,257,4.60
34.116.253.170,443,443,true,FRA,Europe,Frankfurt,270,4.59
34.91.36.200,443,443,true,FRA,Europe,Frankfurt,257,4.59
35.234.126.26,443,443,true,FRA,Europe,Frankfurt,249,4.59
34.32.224.20,443,443,true,FRA,Europe,Frankfurt,258,4.59
34.65.236.103,443,443,true,FRA,Europe,Frankfurt,249,4.58
34.65.174.22,443,443,true,FRA,Europe,Frankfurt,254,4.58
34.32.165.227,443,443,true,FRA,Europe,Frankfurt,265,4.58
34.65.150.145,443,443,true,FRA,Europe,Frankfurt,254,4.58
34.90.91.229,443,443,true,FRA,Europe,Frankfurt,268,4.57
34.116.190.16,443,443,true,FRA,Europe,Frankfurt,277,4.57
34.65.194.209,443,443,true,FRA,Europe,Frankfurt,252,4.57
34.65.229.235,443,443,true,FRA,Europe,Frankfurt,252,4.57
34.65.161.128,443,443,true,FRA,Europe,Frankfurt,253,4.57
34.91.75.60,443,443,true,FRA,Europe,Frankfurt,256,4.57
34.65.243.249,443,443,true,FRA,Europe,Frankfurt,263,4.56
34.147.4.61,443,443,true,FRA,Europe,Frankfurt,264,4.56
34.116.224.139,443,443,true,FRA,Europe,Frankfurt,312,4.56
34.65.40.201,443,443,true,FRA,Europe,Frankfurt,252,4.56
34.65.67.185,443,443,true,FRA,Europe,Frankfurt,253,4.55
34.154.125.224,443,443,true,FRA,Europe,Frankfurt,264,4.55
34.118.105.120,443,443,true,FRA,Europe,Frankfurt,268,4.55
34.65.202.238,443,443,true,FRA,Europe,Frankfurt,257,4.55
34.154.12.177,443,443,true,FRA,Europe,Frankfurt,249,4.54
34.118.39.4,443,443,true,FRA,Europe,Frankfurt,323,4.54
34.32.252.252,443,443,true,FRA,Europe,Frankfurt,256,4.54
34.89.181.9,443,443,true,FRA,Europe,Frankfurt,259,4.53
34.65.73.32,443,443,true,FRA,Europe,Frankfurt,253,4.53
34.107.41.98,443,443,true,FRA,Europe,Frankfurt,257,4.53
34.65.227.171,443,443,true,FRA,Europe,Frankfurt,250,4.53
34.65.138.12,443,443,true,FRA,Europe,Frankfurt,253,4.53
34.65.7.101,443,443,true,FRA,Europe,Frankfurt,256,4.52
34.118.88.129,443,443,true,FRA,Europe,Frankfurt,267,4.52
34.91.15.225,443,443,true,FRA,Europe,Frankfurt,258,4.52
34.34.51.194,443,443,true,FRA,Europe,Frankfurt,256,4.52
34.116.253.70,443,443,true,FRA,Europe,Frankfurt,280,4.52
34.116.252.45,443,443,true,FRA,Europe,Frankfurt,303,4.52
34.65.51.214,443,443,true,FRA,Europe,Frankfurt,264,4.52
34.65.202.238,443,443,true,FRA,Europe,Frankfurt,252,4.52
34.118.56.2,443,443,true,FRA,Europe,Frankfurt,267,4.51
34.118.99.192,443,443,true,FRA,Europe,Frankfurt,267,4.51
34.65.248.227,443,443,true,FRA,Europe,Frankfurt,254,4.50
34.65.249.244,443,443,true,FRA,Europe,Frankfurt,251,4.50
34.32.164.197,443,443,true,FRA,Europe,Frankfurt,260,4.50
34.118.39.4,443,443,true,FRA,Europe,Frankfurt,267,4.49
34.65.63.65,443,443,true,FRA,Europe,Frankfurt,251,4.49
35.204.177.114,443,443,true,FRA,Europe,Frankfurt,267,4.49
34.34.55.134,443,443,true,FRA,Europe,Frankfurt,258,4.49
34.154.83.4,443,443,true,FRA,Europe,Frankfurt,254,4.49
34.65.34.181,443,443,true,FRA,Europe,Frankfurt,250,4.48
34.65.40.111,443,443,true,FRA,Europe,Frankfurt,262,4.48
34.91.119.232,443,443,true,FRA,Europe,Frankfurt,266,4.47
34.65.238.241,443,443,true,FRA,Europe,Frankfurt,250,4.47
34.65.238.241,443,443,true,FRA,Europe,Frankfurt,252,4.47
34.116.167.147,443,443,true,FRA,Europe,Frankfurt,274,4.47
34.118.121.202,443,443,true,FRA,Europe,Frankfurt,269,4.47
34.65.249.244,443,443,true,FRA,Europe,Frankfurt,251,4.47
34.65.203.182,443,443,true,FRA,Europe,Frankfurt,252,4.47
34.65.40.111,443,443,true,FRA,Europe,Frankfurt,253,4.46
34.91.119.232,443,443,true,FRA,Europe,Frankfurt,258,4.46
34.141.192.79,443,443,true,FRA,Europe,Frankfurt,266,4.46
34.91.234.55,443,443,true,FRA,Europe,Frankfurt,256,4.46
34.116.195.145,443,443,true,FRA,Europe,Frankfurt,269,4.45
34.65.40.111,443,443,true,FRA,Europe,Frankfurt,258,4.45
34.116.203.237,443,443,true,FRA,Europe,Frankfurt,327,4.45
34.91.110.191,443,443,true,FRA,Europe,Frankfurt,257,4.44
34.65.221.238,443,443,true,FRA,Europe,Frankfurt,253,4.44
34.91.195.98,443,443,true,FRA,Europe,Frankfurt,263,4.44
34.65.153.209,443,443,true,FRA,Europe,Frankfurt,258,4.44
34.118.99.192,443,443,true,FRA,Europe,Frankfurt,270,4.43
34.118.57.86,443,443,true,FRA,Europe,Frankfurt,269,4.43
34.89.203.75,443,443,true,FRA,Europe,Frankfurt,260,4.43
34.65.43.5,443,443,true,FRA,Europe,Frankfurt,251,4.43
34.65.236.103,443,443,true,FRA,Europe,Frankfurt,257,4.42
34.32.212.53,443,443,true,FRA,Europe,Frankfurt,270,4.42
34.91.15.225,443,443,true,FRA,Europe,Frankfurt,257,4.42
34.118.87.123,443,443,true,FRA,Europe,Frankfurt,268,4.42
34.90.91.229,443,443,true,FRA,Europe,Frankfurt,257,4.42
34.91.234.55,443,443,true,FRA,Europe,Frankfurt,263,4.42
34.116.233.114,443,443,true,FRA,Europe,Frankfurt,268,4.41
34.65.86.132,443,443,true,FRA,Europe,Frankfurt,258,4.41
34.65.43.197,443,443,true,FRA,Europe,Frankfurt,250,4.41
34.147.50.238,443,443,true,FRA,Europe,Frankfurt,260,4.41
34.65.209.36,443,443,true,FRA,Europe,Frankfurt,253,4.41
34.65.238.73,443,443,true,FRA,Europe,Frankfurt,258,4.40
34.116.219.165,443,443,true,FRA,Europe,Frankfurt,269,4.39
34.154.44.96,443,443,true,FRA,Europe,Frankfurt,253,4.38
34.91.69.203,443,443,true,FRA,Europe,Frankfurt,263,4.37
34.65.238.73,443,443,true,FRA,Europe,Frankfurt,252,4.37
34.154.96.129,443,443,true,FRA,Europe,Frankfurt,253,4.37
34.90.192.112,443,443,true,FRA,Europe,Frankfurt,265,4.37
34.65.30.192,443,443,true,FRA,Europe,Frankfurt,250,4.36
34.118.101.112,443,443,true,FRA,Europe,Frankfurt,270,4.36
34.118.88.129,443,443,true,FRA,Europe,Frankfurt,269,4.36
34.32.252.252,443,443,true,FRA,Europe,Frankfurt,258,4.36
34.65.73.32,443,443,true,FRA,Europe,Frankfurt,251,4.34
34.118.79.119,443,443,true,FRA,Europe,Frankfurt,268,4.34
34.159.59.238,443,443,true,FRA,Europe,Frankfurt,270,4.33
34.65.48.167,443,443,true,FRA,Europe,Frankfurt,253,4.33
34.65.238.73,443,443,true,FRA,Europe,Frankfurt,250,4.33
34.65.87.138,443,443,true,FRA,Europe,Frankfurt,254,4.32
34.116.255.149,443,443,true,FRA,Europe,Frankfurt,266,4.31
34.118.33.236,443,443,true,FRA,Europe,Frankfurt,275,4.31
34.65.252.234,443,443,true,FRA,Europe,Frankfurt,255,4.30
34.34.55.134,443,443,true,FRA,Europe,Frankfurt,266,4.30
34.154.30.175,443,443,true,FRA,Europe,Frankfurt,258,4.30
34.116.222.237,443,443,true,FRA,Europe,Frankfurt,297,4.29
34.65.221.238,443,443,true,FRA,Europe,Frankfurt,257,4.29
34.107.124.144,443,443,true,FRA,Europe,Frankfurt,252,4.28
34.65.235.187,443,443,true,FRA,Europe,Frankfurt,259,4.28
34.154.10.50,443,443,true,FRA,Europe,Frankfurt,250,4.28
34.65.64.244,443,443,true,FRA,Europe,Frankfurt,254,4.27
34.65.64.244,443,443,true,FRA,Europe,Frankfurt,252,4.27
34.118.92.215,443,443,true,FRA,Europe,Frankfurt,274,4.27
34.90.94.175,443,443,true,FRA,Europe,Frankfurt,265,4.27
34.65.252.234,443,443,true,FRA,Europe,Frankfurt,262,4.26
34.65.103.109,443,443,true,FRA,Europe,Frankfurt,259,4.25
34.65.54.201,443,443,true,FRA,Europe,Frankfurt,253,4.25
34.118.56.2,443,443,true,FRA,Europe,Frankfurt,302,4.25
34.65.143.167,443,443,true,FRA,Europe,Frankfurt,315,4.25
34.118.120.60,443,443,true,FRA,Europe,Frankfurt,277,4.25
34.118.84.230,443,443,true,FRA,Europe,Frankfurt,276,4.24
34.118.89.229,443,443,true,FRA,Europe,Frankfurt,271,4.24
35.189.113.240,443,443,true,LHR,Europe,London,187,4.24
34.89.151.141,443,443,true,FRA,Europe,Frankfurt,259,4.24
34.116.185.16,443,443,true,FRA,Europe,Frankfurt,274,4.23
34.154.252.186,443,443,true,FRA,Europe,Frankfurt,256,4.22
34.118.108.149,443,443,true,FRA,Europe,Frankfurt,267,4.21
34.116.202.128,443,443,true,FRA,Europe,Frankfurt,290,4.21
34.116.212.40,443,443,true,FRA,Europe,Frankfurt,339,4.21
34.65.168.144,443,443,true,FRA,Europe,Frankfurt,251,4.20
34.141.119.254,443,443,true,FRA,Europe,Frankfurt,250,4.20
34.116.142.118,443,443,true,FRA,Europe,Frankfurt,310,4.19
34.116.252.45,443,443,true,FRA,Europe,Frankfurt,268,4.19
34.116.156.226,443,443,true,FRA,Europe,Frankfurt,283,4.18
34.65.241.29,443,443,true,FRA,Europe,Frankfurt,252,4.18
34.118.84.230,443,443,true,FRA,Europe,Frankfurt,269,4.17
34.118.69.177,443,443,true,FRA,Europe,Frankfurt,307,4.17
34.65.240.216,443,443,true,FRA,Europe,Frankfurt,256,4.17
34.118.20.201,443,443,true,FRA,Europe,Frankfurt,275,4.16
34.154.154.180,443,443,true,FRA,Europe,Frankfurt,252,4.16
34.90.0.5,443,443,true,FRA,Europe,Frankfurt,264,4.15
34.118.37.55,443,443,true,FRA,Europe,Frankfurt,316,4.14
34.90.145.46,443,443,true,FRA,Europe,Frankfurt,259,4.14
34.118.103.198,443,443,true,FRA,Europe,Frankfurt,268,4.13
34.116.199.155,443,443,true,FRA,Europe,Frankfurt,350,4.13
34.65.134.234,443,443,true,FRA,Europe,Frankfurt,257,4.12
34.118.108.149,443,443,true,FRA,Europe,Frankfurt,269,4.12
34.118.116.97,443,443,true,FRA,Europe,Frankfurt,270,4.12
34.65.67.185,443,443,true,FRA,Europe,Frankfurt,250,4.12
34.116.174.240,443,443,true,FRA,Europe,Frankfurt,268,4.11
34.65.142.86,443,443,true,FRA,Europe,Frankfurt,258,4.11
34.32.238.19,443,443,true,FRA,Europe,Frankfurt,259,4.10
34.65.149.96,443,443,true,FRA,Europe,Frankfurt,249,4.09
34.65.63.65,443,443,true,FRA,Europe,Frankfurt,250,4.09
34.159.155.122,443,443,true,FRA,Europe,Frankfurt,263,4.09
34.118.68.210,443,443,true,FRA,Europe,Frankfurt,355,4.08
34.65.81.222,443,443,true,FRA,Europe,Frankfurt,269,4.08
34.91.15.225,443,443,true,FRA,Europe,Frankfurt,262,4.06
34.65.41.59,443,443,true,FRA,Europe,Frankfurt,258,4.06
34.65.153.209,443,443,true,FRA,Europe,Frankfurt,258,4.06
34.118.68.210,443,443,true,FRA,Europe,Frankfurt,270,4.04
34.90.145.46,443,443,true,FRA,Europe,Frankfurt,259,4.03
34.116.214.43,443,443,true,FRA,Europe,Frankfurt,303,4.03
34.118.31.28,443,443,true,FRA,Europe,Frankfurt,323,4.03
34.165.40.179,443,80,false,MRS,Europe,Marseille,150,4.02
34.118.57.86,443,443,true,FRA,Europe,Frankfurt,322,4.00
34.118.11.255,443,443,true,FRA,Europe,Frankfurt,305,3.99
34.165.40.179,443,80,false,MRS,Europe,Marseille,160,3.99
34.118.5.50,443,443,true,FRA,Europe,Frankfurt,308,3.98
34.154.248.179,443,443,true,FRA,Europe,Frankfurt,250,3.94
34.118.103.198,443,443,true,FRA,Europe,Frankfurt,271,3.94
34.118.31.190,443,443,true,FRA,Europe,Frankfurt,309,3.94
34.116.233.114,443,443,true,FRA,Europe,Frankfurt,310,3.94
34.118.69.177,443,443,true,FRA,Europe,Frankfurt,270,3.94
34.118.38.231,443,443,true,FRA,Europe,Frankfurt,269,3.90
34.91.110.191,443,443,true,FRA,Europe,Frankfurt,257,3.90
34.116.199.155,443,443,true,FRA,Europe,Frankfurt,293,3.90
34.65.248.227,443,443,true,FRA,Europe,Frankfurt,252,3.89
34.65.128.53,443,443,true,FRA,Europe,Frankfurt,253,3.89
34.165.39.66,443,80,false,MRS,Europe,Marseille,150,3.87
34.118.30.198,443,443,true,FRA,Europe,Frankfurt,273,3.87
34.65.208.58,443,443,true,FRA,Europe,Frankfurt,257,3.85
34.65.119.65,443,443,true,FRA,Europe,Frankfurt,252,3.85
34.65.137.148,443,443,true,FRA,Europe,Frankfurt,253,3.85
34.116.190.16,443,443,true,FRA,Europe,Frankfurt,318,3.82
34.165.39.66,443,80,false,MRS,Europe,Marseille,150,3.81
34.65.235.13,443,443,true,FRA,Europe,Frankfurt,260,3.80
34.65.43.197,443,443,true,FRA,Europe,Frankfurt,253,3.79
34.118.102.129,443,443,true,FRA,Europe,Frankfurt,268,3.75
34.141.221.132,443,443,true,FRA,Europe,Frankfurt,257,3.74
34.65.78.162,443,443,true,FRA,Europe,Frankfurt,260,3.74
34.65.86.254,443,443,true,FRA,Europe,Frankfurt,257,3.73
34.65.194.209,443,443,true,FRA,Europe,Frankfurt,259,3.69
34.65.97.68,443,443,true,FRA,Europe,Frankfurt,254,3.69
34.118.31.190,443,443,true,FRA,Europe,Frankfurt,272,3.68
34.65.187.42,443,443,true,FRA,Europe,Frankfurt,263,3.67
34.65.161.128,443,443,true,FRA,Europe,Frankfurt,252,3.66
34.118.21.63,443,443,true,FRA,Europe,Frankfurt,268,3.56
34.65.30.192,443,443,true,FRA,Europe,Frankfurt,253,3.54
34.154.159.152,443,443,true,FRA,Europe,Frankfurt,262,3.52
34.65.87.96,443,443,true,FRA,Europe,Frankfurt,253,3.52
34.118.105.161,443,443,true,FRA,Europe,Frankfurt,267,3.50
34.65.54.201,443,443,true,FRA,Europe,Frankfurt,258,3.49
34.65.238.73,443,443,true,FRA,Europe,Frankfurt,252,3.49
34.65.231.140,443,443,true,FRA,Europe,Frankfurt,253,3.49
34.118.11.48,443,443,true,FRA,Europe,Frankfurt,268,3.48
34.65.103.109,443,443,true,FRA,Europe,Frankfurt,260,3.46
34.118.16.79,443,443,true,FRA,Europe,Frankfurt,274,3.46
34.65.86.254,443,443,true,FRA,Europe,Frankfurt,250,3.46
34.118.122.213,443,443,true,FRA,Europe,Frankfurt,275,3.45
34.118.126.123,443,443,true,FRA,Europe,Frankfurt,270,3.44
34.65.15.230,443,443,true,FRA,Europe,Frankfurt,253,3.31
34.65.227.171,443,443,true,FRA,Europe,Frankfurt,254,3.30
34.116.217.71,443,443,true,FRA,Europe,Frankfurt,269,3.24
34.65.106.214,443,443,true,FRA,Europe,Frankfurt,252,3.07
34.65.241.29,443,443,true,FRA,Europe,Frankfurt,262,2.99
34.65.34.181,443,443,true,FRA,Europe,Frankfurt,251,2.97
34.65.64.244,443,443,true,FRA,Europe,Frankfurt,260,2.96
34.65.7.101,443,443,true,FRA,Europe,Frankfurt,251,2.95
34.65.192.54,443,443,true,FRA,Europe,Frankfurt,259,2.92
34.118.45.183,443,443,true,FRA,Europe,Frankfurt,300,2.88
34.116.151.54,443,443,true,FRA,Europe,Frankfurt,317,2.85
34.65.196.70,443,443,true,FRA,Europe,Frankfurt,254,2.84
34.118.118.199,443,443,true,FRA,Europe,Frankfurt,275,2.79
34.116.204.118,443,443,true,FRA,Europe,Frankfurt,270,2.77
34.118.6.166,443,443,true,FRA,Europe,Frankfurt,330,2.77
34.118.91.69,443,443,true,FRA,Europe,Frankfurt,272,2.75
34.116.196.218,443,443,true,FRA,Europe,Frankfurt,270,2.73
34.116.195.249,443,443,true,FRA,Europe,Frankfurt,269,2.73
34.118.67.21,443,443,true,FRA,Europe,Frankfurt,325,2.70
34.116.184.196,443,443,true,FRA,Europe,Frankfurt,309,2.70
34.116.140.74,443,443,true,FRA,Europe,Frankfurt,321,2.70
34.116.203.209,443,443,true,FRA,Europe,Frankfurt,314,2.68
34.116.200.243,443,443,true,FRA,Europe,Frankfurt,305,2.68
34.118.40.155,443,443,true,FRA,Europe,Frankfurt,292,2.67
34.118.115.104,443,443,true,FRA,Europe,Frankfurt,269,2.61
34.140.239.154,2053,80,false,CDG,Europe,Paris,183,2.60
34.116.195.249,443,443,true,FRA,Europe,Frankfurt,293,2.60
34.118.75.84,443,443,true,FRA,Europe,Frankfurt,355,2.58
34.140.239.154,2052,80,false,CDG,Europe,Paris,188,2.58
34.175.95.58,2052,80,false,MAD,Europe,Madrid,182,2.57
34.175.133.251,2053,80,false,MAD,Europe,Madrid,183,2.57
34.65.125.9,443,443,true,FRA,Europe,Frankfurt,252,2.57
34.116.141.170,443,443,true,FRA,Europe,Frankfurt,317,2.57
34.140.239.154,2082,80,false,CDG,Europe,Paris,183,2.57
34.140.239.154,2095,80,false,CDG,Europe,Paris,183,2.56
34.175.133.251,2087,80,false,MAD,Europe,Madrid,183,2.56
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,189,2.56
34.116.255.53,443,443,true,FRA,Europe,Frankfurt,316,2.56
34.116.147.75,443,443,true,FRA,Europe,Frankfurt,313,2.55
34.116.201.167,443,443,true,FRA,Europe,Frankfurt,270,2.55
34.118.20.0,443,443,true,FRA,Europe,Frankfurt,318,2.55
34.175.133.251,2095,80,false,MAD,Europe,Madrid,182,2.54
34.116.151.54,443,443,true,FRA,Europe,Frankfurt,292,2.54
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,188,2.53
34.175.133.251,2052,80,false,MAD,Europe,Madrid,183,2.53
34.175.95.58,2087,80,false,MAD,Europe,Madrid,181,2.51
34.175.133.251,2096,80,false,MAD,Europe,Madrid,183,2.51
34.175.133.251,2083,80,false,MAD,Europe,Madrid,182,2.51
34.116.200.243,443,443,true,FRA,Europe,Frankfurt,274,2.47
34.116.225.173,443,443,true,FRA,Europe,Frankfurt,340,2.47
34.175.95.58,2083,80,false,MAD,Europe,Madrid,182,2.45
34.116.206.29,443,443,true,FRA,Europe,Frankfurt,269,2.45
34.175.95.58,2086,80,false,MAD,Europe,Madrid,184,2.44
34.175.95.58,2095,80,false,MAD,Europe,Madrid,183,2.43
34.116.196.218,443,443,true,FRA,Europe,Frankfurt,324,2.43
34.175.95.58,2053,80,false,MAD,Europe,Madrid,185,2.42
34.118.101.112,443,443,true,FRA,Europe,Frankfurt,277,2.42
34.140.239.154,2087,80,false,CDG,Europe,Paris,184,2.40
34.140.239.154,2086,80,false,CDG,Europe,Paris,182,2.40
34.118.126.123,443,443,true,FRA,Europe,Frankfurt,269,2.39
34.175.133.251,2086,80,false,MAD,Europe,Madrid,181,2.39
34.140.239.154,2096,80,false,CDG,Europe,Paris,183,2.38
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,190,2.38
34.116.253.70,443,443,true,FRA,Europe,Frankfurt,300,2.38
34.141.221.33,2087,80,false,AMS,Europe,Amsterdam,194,2.36
34.140.239.154,2083,80,false,CDG,Europe,Paris,187,2.35
34.175.95.58,2096,80,false,MAD,Europe,Madrid,186,2.34
34.175.133.251,2082,80,false,MAD,Europe,Madrid,183,2.33
34.147.101.117,2087,80,false,AMS,Europe,Amsterdam,189,2.33
34.116.198.247,443,443,true,FRA,Europe,Frankfurt,274,2.32
34.175.95.58,2082,80,false,MAD,Europe,Madrid,183,2.32
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,189,2.31
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,188,2.28
34.175.7.231,2053,80,false,MAD,Europe,Madrid,182,2.23
34.175.7.231,2087,80,false,MAD,Europe,Madrid,183,2.22
34.175.99.73,2082,80,false,MAD,Europe,Madrid,183,2.22
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,188,2.22
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,188,2.22
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,189,2.22
34.116.184.196,443,443,true,FRA,Europe,Frankfurt,276,2.21
34.175.7.231,2082,80,false,MAD,Europe,Madrid,183,2.21
34.118.25.79,443,443,true,FRA,Europe,Frankfurt,328,2.21
34.147.101.117,2087,80,false,AMS,Europe,Amsterdam,191,2.21
34.175.99.73,2086,80,false,MAD,Europe,Madrid,183,2.21
34.175.99.73,2096,80,false,MAD,Europe,Madrid,183,2.21
34.147.101.117,2052,80,false,AMS,Europe,Amsterdam,188,2.20
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,189,2.20
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,192,2.20
34.175.99.73,2052,80,false,MAD,Europe,Madrid,182,2.20
34.116.157.41,443,443,true,FRA,Europe,Frankfurt,270,2.20
34.175.99.73,2095,80,false,MAD,Europe,Madrid,182,2.20
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,192,2.20
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,189,2.20
34.175.7.231,2052,80,false,MAD,Europe,Madrid,184,2.19
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,189,2.19
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,192,2.19
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,188,2.19
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,193,2.18
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,191,2.18
34.147.101.117,2052,80,false,AMS,Europe,Amsterdam,192,2.17
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,190,2.17
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,191,2.17
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,188,2.16
34.118.122.213,443,443,true,FRA,Europe,Frankfurt,270,2.16
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,189,2.14
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,193,2.13
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,188,2.12
34.116.206.127,443,443,true,FRA,Europe,Frankfurt,423,2.11
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,200,2.11
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,192,2.10
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,189,2.09
35.229.161.32,443,443,true,TPE,Asia Pacific,Taipei,42,2.08
34.116.206.127,443,443,true,FRA,Europe,Frankfurt,270,2.05
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,189,2.04
34.118.38.231,443,443,true,FRA,Europe,Frankfurt,327,2.04
34.141.248.249,2095,80,false,AMS,Europe,Amsterdam,188,2.03
34.175.143.15,2095,80,false,MAD,Europe,Madrid,182,1.98
34.118.120.60,443,443,true,FRA,Europe,Frankfurt,268,1.97
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,191,1.94
34.118.106.198,443,443,true,FRA,Europe,Frankfurt,268,1.89
34.116.206.29,443,443,true,FRA,Europe,Frankfurt,335,1.25
34.93.0.149,443,443,true,BOM,Asia Pacific,Mumbai,101,1.12
34.150.246.113,443,443,true,IAD,North America,Ashburn,241,0.57
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,362,0.41
34.85.181.206,443,443,true,IAD,North America,Ashburn,220,0.38
35.245.172.6,443,443,true,IAD,North America,Ashburn,314,0.38
34.85.181.206,443,443,true,IAD,North America,Ashburn,263,0.37
35.245.15.225,443,443,true,IAD,North America,Ashburn,229,0.36
34.85.181.206,443,443,true,IAD,North America,Ashburn,213,0.36
34.150.204.249,443,443,true,IAD,North America,Ashburn,307,0.36
35.199.27.229,443,443,true,IAD,North America,Ashburn,210,0.36
34.85.181.206,443,443,true,IAD,North America,Ashburn,247,0.36
34.87.124.80,443,443,true,SIN,Asia Pacific,Singapore,2,0.00
34.87.124.80,443,443,true,SIN,Asia Pacific,Singapore,5,0.00
34.81.35.248,443,443,true,TPE,Asia Pacific,Taipei,41,0.00
34.80.222.225,80,443,false,SIN,Asia Pacific,Singapore,42,0.00
34.22.100.72,443,443,true,ICN,Asia Pacific,Seoul,79,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,156,0.00
34.105.92.98,443,80,false,SEA,North America,Seattle,156,0.00
34.105.92.98,443,80,false,SEA,North America,Seattle,156,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,156,0.00
34.105.92.98,80,80,false,SEA,North America,Seattle,157,0.00
34.105.92.98,80,80,false,SEA,North America,Seattle,157,0.00
34.168.126.180,80,80,false,SEA,North America,Seattle,158,0.00
34.105.92.98,443,80,false,SEA,North America,Seattle,158,0.00
34.105.92.98,80,80,false,SEA,North America,Seattle,160,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,169,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,186,0.00
34.105.189.25,443,443,true,LHR,Europe,London,189,0.00
34.41.252.92,443,443,true,ORD,North America,Chicago,205,0.00
35.202.158.120,443,443,true,ORD,North America,Chicago,211,0.00
34.148.187.247,443,443,true,ATL,North America,Atlanta,218,0.00
34.150.180.124,443,443,true,IAD,North America,Ashburn,220,0.00
